iter	Passed	Remaining
405	1412	2066
406	1414	2061
407	1416	2055
408	1427	2062
409	1429	2056
410	1431	2050
411	1432	2045
412	1441	2049
413	1443	2043
414	1445	2037
415	1447	2031
416	1451	2028
417	1455	2025
418	1457	2020
419	1459	2015
420	1461	2009
421	1463	2004
422	1468	2003
423	1470	1997
424	1472	1992
425	1474	1987
426	1476	1981
427	1478	1976
428	1486	1979
429	1488	1973
430	1490	1968
431	1492	1962
432	1494	1957
433	1504	1961
434	1508	1959
435	1510	1954
436	1520	1959
437	1522	1954
438	1525	1948
439	1526	1943
440	1532	1942
441	1534	1936
442	1537	1932
443	1539	1927
444	1549	1932
445	1551	1927
446	1553	1922
447	1563	1926
448	1566	1922
449	1568	1916
450	1571	1912
451	1577	1912
452	1582	1911
453	1584	1905
454	1592	1907
455	1595	1903
456	1597	1897
457	1598	1892
458	1600	1886
459	1601	1880
460	1609	1881
461	1611	1876
462	1612	1870
463	1614	1865
464	1615	1859
465	1617	1853
466	1622	1852
467	1624	1846
468	1626	1841
469	1628	1836
470	1629	1830
471	1631	1824
472	1632	1818
473	1635	1815
474	1638	1811
475	1640	1806
476	1642	1801
477	1644	1796
478	1646	1790
479	1647	1784
480	1648	1779
481	1652	1775
482	1654	1771
483	1656	1765
484	1658	1761
485	1661	1757
486	1663	1751
487	1667	1749
488	1669	1745
489	1672	1740
490	1674	1736
491	1676	1731
492	1678	1726
493	1680	1721
494	1682	1716
495	1684	1711
496	1685	1705
497	1686	1700
498	1688	1695
499	1689	1689
500	1691	1684
501	1692	1678
502	1693	1673
503	1695	1668
504	1697	1663
505	1698	1658
506	1700	1653
507	1702	1648
508	1703	1643
509	1705	1638
510	1706	1632
511	1707	1627
512	1709	1623
513	1711	1618
514	1715	1615
515	1717	1610
516	1718	1605
517	1720	1600
518	1721	1595
519	1726	1593
520	1729	1589
521	1730	1584
522	1732	1579
523	1733	1574
524	1734	1569
525	1736	1564
526	1740	1562
527	1742	1557
528	1743	1552
529	1744	1547
530	1746	1542
531	1747	1537
532	1748	1532
533	1750	1527
534	1751	1522
535	1755	1519
536	1757	1514
537	1758	1509
538	1759	1505
539	1761	1500
540	1762	1495
541	1764	1490
542	1765	1486
543	1767	1481
544	1771	1479
545	1773	1474
546	1774	1469
547	1776	1464
548	1777	1460
549	1778	1455
550	1780	1450
551	1781	1445
552	1783	1441
553	1785	1437
554	1787	1432
555	1788	1428
556	1790	1423
557	1791	1418
558	1792	1414
559	1793	1409
560	1795	1404
561	1796	1400
562	1800	1397
563	1802	1393
564	1803	1388
565	1805	1384
566	1806	1379
567	1809	1376
568	1810	1371
569	1812	1366
570	1815	1363
571	1817	1359
572	1820	1356
573	1822	1352
574	1823	1348
575	1825	1343
576	1826	1339
577	1830	1336
578	1832	1332
579	1835	1328
580	1839	1326
581	1840	1322
582	1842	1317
583	1846	1315
584	1847	1310
585	1849	1306
586	1850	1301
587	1851	1297
588	1853	1293
589	1854	1288
590	1855	1284
591	1857	1279
592	1861	1277
593	1863	1273
594	1865	1269
595	1867	1265
596	1869	1261
597	1870	1257
598	1872	1253
599	1877	1251
600	1879	1247
601	1881	1243
602	1883	1239
603	1885	1235
604	1886	1231
605	1888	1227
606	1893	1226
607	1897	1223
608	1899	1219
609	1901	1215
610	1903	1211
611	1905	1208
612	1907	1204
613	1909	1200
614	1912	1197
615	1914	1193
616	1916	1189
617	1918	1186
618	1923	1183
619	1925	1180
620	1927	1176
621	1929	1172
622	1931	1168
623	1933	1164
624	1935	1161
625	1938	1158
626	1940	1154
627	1942	1150
628	1944	1146
629	1945	1142
630	1947	1138
631	1949	1135
632	1953	1132
633	1955	1128
634	1957	1125
635	1959	1121
636	1961	1117
637	1963	1113
638	1965	1110
639	1967	1106
640	1969	1102
641	1971	1099
642	1972	1095
643	1974	1091
644	1976	1087
645	1978	1084
646	1981	1081
647	1984	1077
648	1986	1074
649	1988	1070
650	1990	1067
651	1992	1063
652	1995	1060
653	1997	1056
654	1999	1053
655	2002	1050
656	2004	1046
657	2006	1042
658	2008	1039
659	2011	1036
660	2013	1032
661	2015	1029
662	2017	1025
663	2019	1021
664	2021	1018
665	2022	1014
666	2026	1011
667	2028	1008
668	2029	1004
669	2030	1000
670	2032	996
671	2034	992
672	2035	989
673	2037	985
674	2038	981
675	2042	978
676	2043	974
677	2045	971
678	2046	967
679	2048	963
680	2049	960
681	2051	956
682	2052	952
683	2054	949
684	2056	945
685	2058	942
686	2061	939
687	2062	935
688	2064	931
689	2065	928
690	2068	924
691	2071	922
692	2073	918
693	2075	914
694	2076	911
695	2078	907
696	2079	904
697	2081	900
698	2082	896
699	2087	894
700	2088	890
701	2089	887
702	2091	883
703	2092	879
704	2094	876
705	2095	872
706	2096	868
707	2098	865
708	2101	862
709	2103	859
710	2105	855
711	2107	852
712	2109	848
713	2110	845
714	2112	841
715	2113	838
716	2117	835
717	2119	832
718	2121	829
719	2123	825
720	2125	822
721	2126	818
722	2128	815
723	2132	812
724	2134	809
725	2135	805
726	2136	802
727	2138	798
728	2139	795
729	2141	792
730	2142	788
731	2146	785
732	2148	782
733	2149	779
734	2152	776
735	2154	772
736	2155	769
737	2157	765
738	2158	762
739	2162	759
740	2164	756
741	2165	753
742	2167	749
743	2168	746
744	2170	742
745	2171	739
746	2173	736
747	2177	733
748	2179	730
749	2180	726
750	2182	723
751	2183	720
752	2185	716
753	2186	713
754	2188	710
755	2191	707
756	2193	704
757	2195	700
758	2197	697
759	2201	695
760	2203	692
761	2204	688
762	2207	685
763	2209	682
764	2210	679
765	2212	675
766	2213	672
767	2214	669
768	2216	665
769	2217	662
770	2218	659
771	2223	656
772	2224	653
773	2226	650
774	2227	646
775	2228	643
776	2230	640
777	2231	636
778	2232	633
779	2234	630
780	2237	627
781	2239	624
782	2241	621
783	2243	618
784	2244	614
785	2246	611
786	2247	608
787	2249	605
788	2253	602
789	2254	599
790	2256	596
791	2257	592
792	2258	589
793	2260	586
794	2286	589
795	2287	586
796	2289	583
797	2290	579
798	2291	576
799	2292	573
800	2294	569
801	2295	566
802	2297	563
803	2299	560
804	2301	557
805	2303	554
806	2307	551
807	2309	548
808	2310	545
809	2312	542
810	2316	539
811	2320	537
812	2322	534
813	2323	530
814	2325	527
815	2328	525
816	2330	521
817	2331	518
818	2334	516
819	2336	512
820	2337	509
821	2339	506
822	2342	503
823	2344	500
824	2346	497
825	2347	494
826	2349	491
827	2350	488
828	2352	485
829	2353	482
830	2355	479
831	2359	476
832	2361	473
833	2362	470
834	2364	467
835	2365	464
836	2367	460
837	2368	457
838	2369	454
839	2373	452
840	2375	449
841	2377	446
842	2378	442
843	2380	439
844	2381	436
845	2383	433
846	2384	430
847	2388	428
848	2390	425
849	2392	422
850	2395	419
851	2397	416
852	2399	413
853	2400	410
854	2402	407
855	2405	404
856	2406	401
857	2408	398
858	2409	395
859	2421	394
860	2422	391
861	2424	388
862	2425	385
863	2427	382
864	2428	379
865	2429	375
866	2431	372
867	2434	370
868	2437	367
869	2438	364
870	2440	361
871	2442	358
872	2443	355
873	2445	352
874	2446	349
875	2450	346
876	2452	343
877	2453	340
878	2455	337
879	2456	334
880	2457	332
881	2459	329
882	2460	326
883	2461	323
884	2464	320
885	2466	317
886	2468	314
887	2469	311
888	2471	308
889	2472	305
890	2474	302
891	2475	299
892	2476	296
893	2478	293
894	2479	290
895	2481	288
896	2482	285
897	2483	282
898	2485	279
899	2486	276
900	2488	273
901	2489	270
902	2493	267
903	2495	265
904	2497	262
905	2499	259
906	2501	256
907	2503	253
908	2504	250
909	2508	248
910	2510	245
911	2511	242
912	2513	239
913	2514	236
914	2515	233
915	2517	230
916	2518	227
917	2520	225
918	2522	222
919	2524	219
920	2526	216
921	2527	213
922	2528	210
923	2530	208
924	2531	205
925	2533	202
926	2534	199
927	2537	196
928	2539	194
929	2540	191
930	2542	188
931	2543	185
932	2545	182
933	2546	179
934	2547	177
935	2549	174
936	2551	171
937	2553	168
938	2555	165
939	2556	163
940	2558	160
941	2559	157
942	2561	154
943	2562	152
944	2564	149
945	2567	146
946	2571	143
947	2572	141
948	2573	138
949	2575	135
950	2576	132
951	2578	129
952	2579	127
953	2585	124
954	2590	122
955	2592	119
956	2594	116
957	2595	113
958	2598	111
959	2599	108
960	2601	105
961	2603	102
962	2604	100
963	2606	97
964	2608	94
965	2609	91
966	2618	89
967	2619	86
968	2621	83
969	2623	81
970	2625	78
971	2630	75
972	2632	73
973	2633	70
974	2635	67
975	2637	64
976	2639	62
977	2640	59
978	2643	56
979	2645	53
980	2647	51
981	2649	48
982	2650	45
983	2652	43
984	2653	40
985	2655	37
986	2656	34
987	2664	32
988	2665	29
989	2667	26
990	2668	24
991	2670	21
992	2671	18
993	2674	16
994	2676	13
995	2678	10
996	2679	8
997	2682	5
998	2685	2
999	2686	0
